unique_key,source,name,provider,streetaddress,city,zipcode,state,country,whitespace,area,yearbuilt,power,scale,certifications,url,power_standardized,area_standardized,full_address,latitude,longitude
centerserv-cincinnati,datacenters.com,CenterServ: Cincinnati Data Center,CenterServ,201 East 5th Street,Cincinnati,,OH,USA,,,,,,"SAS 70, SSAE 16, SOC 2, SOC 3",https://www.datacenters.com/centerserv-cincinnati,,,"201 East 5th Street, Cincinnati, OH, None, USA",,
centerserv-wichita,datacenters.com,Not Available,CenterServ,801 East Douglas Avenue,Wichita,,KS,USA,,,,,,,https://www.datacenters.com/centerserv-wichita,,,"801 East Douglas Avenue, Wichita, KS, None, USA",,
centerserv-mesa,datacenters.com,Not Available,CenterServ,1910 South Stapley Drive,Mesa,,AZ,USA,,,,,,,https://www.datacenters.com/centerserv-mesa,,,"1910 South Stapley Drive, Mesa, AZ, None, USA",,
centerserv-portland,datacenters.com,CenterServ: Portland Data Center,CenterServ,111 SW 5th Ave,Portland,,OR,USA,,,,,,"ISO 14001, ISO 27001, PCI DSS, SOC 2",https://www.datacenters.com/centerserv-portland,,,"111 SW 5th Ave, Portland, OR, None, USA",,
centerserv-seattle,datacenters.com,CenterServ: Seattle Data Center,CenterServ,800 5th Avenue,Seattle,,WA,USA,,,,,,"HIPAA, PCI DSS, SOC 2",https://www.datacenters.com/centerserv-seattle,,,"800 5th Avenue, Seattle, WA, None, USA",,
shatter-it-buffalo-main-place-tower,datacenters.com,Shatter IT: Buffalo Main Place Tower Data Center,,350 Main Street,Buffalo,,NY,USA,3600 sqft total space,3600 sqft,,,,SSAE 16 Type 1,https://www.datacenters.com/shatter-it-buffalo-main-place-tower,,3600.0,"350 Main Street, Buffalo, NY, None, USA",,
voxility-coresite-la2-los-angeles,datacenters.com,Voxility: CoreSite LA2 data center Los Angeles,Voxility,900 North Alameda Street,Los Angeles,90012,CA,USA,424890 sqft total space,14000 sqft colocation space,,1.0 MW total power,,"HIPAA, ISO 27001, PCI DSS, SOC 1, SOC 2, SSAE 16 Type 1",https://www.datacenters.com/voxility-coresite-la2-los-angeles,1.0,,"900 North Alameda Street, Los Angeles, CA, 90012, USA",34.058197,-118.23695
prime-prime-chicago-1601-midway-ct,datacenters.com,Prime Data Centers: Prime Chicago - 1601 Midway Ct.,Prime Data Centers,1601 Midway Ct,Elk Grove Village,,IL,USA,354000 sqft,156000 sqft,,54.0 MW,Hyperscale,"ISO 27001, SOC 2 Type 2",https://www.datacenters.com/prime-prime-chicago-1601-midway-ct,54.0,354000.0,"1601 Midway Ct, Elk Grove Village, IL, None, USA",,
breezehost-io-dallas,datacenters.com,BreezeHost.io: Dallas,BreezeHost.io,1515 Round Table Drive,Dallas,,TX,USA,106000 sqft,68000 sqft,,8.0 MW,,,https://www.datacenters.com/breezehost-io-dallas,8.0,106000.0,"1515 Round Table Drive, Dallas, TX, None, USA",,
netcrohosting-miami,datacenters.com,NetcroHosting: Miami Data Center,NetcroHosting,36 NE 2nd St #400,Miami,33132,FL,USA,,21528 sqft,,,,ISO 27001,https://www.datacenters.com/netcrohosting-miami,,21528.0,"36 NE 2nd St #400, Miami, FL, 33132, USA",,
shift-hosting-chicago-il,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/shift-hosting-chicago-il,,,None,44.933143,7.540121
mosaic-data-services-washington,datacenters.com,Mosaic Data Services: Washington Data Center,,nan,Washington D.C.,,DC,USA,,,,,,,https://www.datacenters.com/mosaic-data-services-washington,,,"Washington D.C., DC, None, USA",,
first-national-technology-solutions-fnts-chicago,datacenters.com,First National Technology Solutions (FNTS): Chicago Data Center,,4513 Western Ave 1st floor,Lisle,,IL,USA,130000 sqft total space,92000 sqft colocation space,,,,"HIPAA, ISAE-3402, ISO 27001, NIST SP 800-145, PCI DSS, SOC 1 Type 1, SOC 2 Type 1, SOC 2 Type 2, SOC 3",https://www.datacenters.com/first-national-technology-solutions-fnts-chicago,,130000.0,"4513 Western Ave 1st floor, Lisle, IL, None, USA",,
edge-centres-ec101-los-angeles,datacenters.com,Edge Centres: EC101 Los Angeles Data Center,,"Sheraton Grand Los Angeles, S Hope St",Los Angeles,90017,CA,USA,,,,1.0 MW,,,https://www.datacenters.com/edge-centres-ec101-los-angeles,1.0,,"Sheraton Grand Los Angeles, S Hope St, Los Angeles, CA, 90017, USA",34.0477069,-118.2583016
novva-san-francisco,datacenters.com,NOVVA: San Francisco Data Center,,400 Paul Ave,San Francisco,94124,CA,USA,56000 sqft total space,56000 sqft colocation space,,36.0 MW total power,,"HIPAA, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/novva-san-francisco,36.0,56000.0,"400 Paul Ave, San Francisco, CA, 94124, USA",37.723561,-122.400192
liberty-center-one-cincinnati,datacenters.com,Not Available,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/liberty-center-one-cincinnati,,,None,44.933143,7.540121
ibm-cloud-sea01-seatlle-wa,datacenters.com,"IBM Cloud: SEA01 Seatlle, WA",IBM Cloud,"Sabey Data Centers - Seattle Building 5, 3355 South 120th Place",Tukwila,98168,WA,USA,,,,,,,https://www.datacenters.com/ibm-cloud-sea01-seatlle-wa,,,"Sabey Data Centers - Seattle Building 5, 3355 South 120th Place, Tukwila, WA, 98168, USA",,
logix-fort-worth,datacenters.com,Logix: Fort Worth Data Center,Logix,307-309 W 7th St,Fort Worth,76102,TX,USA,,,,,,,https://www.datacenters.com/logix-fort-worth,,,"307-309 W 7th St, Fort Worth, TX, 76102, USA",32.75246553437614,-97.33029607068325
cloudhq-clp-campus-united-states-northern-va,datacenters.com,CloudHQ: CLP Campus United States - Northern VA,,14521 McDevitt Drive,Culpeper,22701,VA,USA,,,,,,,https://www.datacenters.com/cloudhq-clp-campus-united-states-northern-va,,,"14521 McDevitt Drive, Culpeper, VA, 22701, USA",38.461594886616545,-77.9824213821021
opti9-technologies-nebraska,datacenters.com,Opti9 Technologies: Nebraska Data Center,,1010 N 96th St ste 100,Omaha,68114,NE,USA,,,,,,,https://www.datacenters.com/opti9-technologies-nebraska,,,"1010 N 96th St ste 100, Omaha, NE, 68114, USA",,
deft-a-summit-company-denver,datacenters.com,Summit: Denver Data Center,Deft,5350 South Valentia Way,Greenwood Village,,CO,USA,1000000 sqft total space,300000 sqft colocation space,,17.0 MW total power,,"HITECH, ISO 27001, PCI DSS, SOC 2 Type 2, SSAE 18",https://www.datacenters.com/deft-a-summit-company-denver,17.0,,"5350 South Valentia Way, Greenwood Village, CO, None, USA",,
krypt-santa-clara-ca-sjc3,datacenters.com,"Krypt: Data Center Santa Clara, CA (SJC3)",,3080 Raymond St,Santa Clara,95054,CA,USA,,,,,,,https://www.datacenters.com/krypt-santa-clara-ca-sjc3,,,"3080 Raymond St, Santa Clara, CA, 95054, USA",37.3780464,-121.954127675
midco-business-sioux-falls,datacenters.com,Midco Business: Sioux Falls Data Center,Midco Business,5401 South Solberg Avenue,Sioux Falls,,SD,USA,9000 sqft total space,9000 sqft colocation space,,1.0 MW total power,,SOC 2,https://www.datacenters.com/midco-business-sioux-falls,1.0,9000.0,"5401 South Solberg Avenue, Sioux Falls, SD, None, USA",,
zayo-san-diego-california,datacenters.com,"Zayo: San Diego, California",Zayo,12270 World Trade Drive,San Diego,92128,CA,USA,,,,,,,https://www.datacenters.com/zayo-san-diego-california,,,"12270 World Trade Drive, San Diego, CA, 92128, USA",32.9886013,-117.07324598812784
lincoln-rackhouse-reston,datacenters.com,Lincoln Rackhouse: Reston Data Center,Lincoln Rackhouse,1807 Michael Faraday Court,Reston,,VA,USA,,,,,,,https://www.datacenters.com/lincoln-rackhouse-reston,,,"1807 Michael Faraday Court, Reston, VA, None, USA",,
servermania-buffalo,datacenters.com,ServerMania: Buffalo Data Center,ServerMania,325 Delaware Ave #300,Buffalo,14202,NY,USA,360 sqft total space,360 sqft colocation space,,5.0 MW total power,,PCI DSS,https://www.datacenters.com/servermania-buffalo,5.0,360.0,"325 Delaware Ave #300, Buffalo, NY, 14202, USA",,
amazon-aws-2580-beech-rd,datacenters.com,Amazon AWS: 2580 Beech Rd,Amazon AWS,2580 Beech Rd NW,Johnstown,43031,OH,USA,,,,,,,https://www.datacenters.com/amazon-aws-2580-beech-rd,,,"2580 Beech Rd NW, Johnstown, OH, 43031, USA",,
amazon-aws-75300-lewis,datacenters.com,Amazon AWS: 75300 Lewis,Amazon AWS,75300 Lewis and Clark Dr,Boardman,97818,OR,USA,,,,,,,https://www.datacenters.com/amazon-aws-75300-lewis,,,"75300 Lewis and Clark Dr, Boardman, OR, 97818, USA",,
amazon-aws-import-campus,datacenters.com,Amazon AWS: Import Campus,,44254 Import Plaza,Ashburn,20147,VA,USA,,,,,,,https://www.datacenters.com/amazon-aws-import-campus,,,"44254 Import Plaza, Ashburn, VA, 20147, USA",,
acronis-dalla,datacenters.com,Acronis: Dalla Data Center,,1950 N Stemmons Fwy,Dallas,75207,TX,USA,,,,,,,https://www.datacenters.com/acronis-dalla,,,"1950 N Stemmons Fwy, Dallas, TX, 75207, USA",32.79908160563668,-96.82069027727609
im-critical-pittsburgh,datacenters.com,iM Critical: Pittsburgh Data Center,,900 Brinton Road,Wilkinsburg,15221,PA,USA,,,,,,,https://www.datacenters.com/im-critical-pittsburgh,,,"900 Brinton Road, Wilkinsburg, PA, 15221, USA",40.433663,-79.872351
centersquare-dfw2-a-allen,datacenters.com,Centersquare: DFW2-A Allen Data Center,Centersquare,900 Guardians Way,Allen,75013,TX,USA,115 sqft total space,115 sqft colocation space,,12.0 MW total power,Enterprise,"HIPAA, ISO 27001, SOC 2",https://www.datacenters.com/centersquare-dfw2-a-allen,12.0,115.0,"900 Guardians Way, Allen, TX, 75013, USA",33.0951879,-96.68356465653412
ntirety-dallas,datacenters.com,Ntirety: Dallas Data Center,Hostway|HOSTING,1807 Ross Avenue,Dallas,,TX,USA,23000 sqft total space,8200 sqft colocation space,,1500000.0 MW total power,,"EU-US, HIPAA, HITECH, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 16 Type 2",https://www.datacenters.com/ntirety-dallas,,23000.0,"1807 Ross Avenue, Dallas, TX, None, USA",,
firstlight-lebanon,datacenters.com,FirstLight: Lebanon Data Center,,16 Cavendish Court,Lebanon,,NH,USA,,,,,,"HIPAA, PCI DSS, SOC 2 Type 2",https://www.datacenters.com/firstlight-lebanon,,,"16 Cavendish Court, Lebanon, NH, None, USA",,
zenlayer-iad3-washington-dc,datacenters.com,Zenlayer: IAD3 Washington DC Data Center,Zenlayer,12098 Sunrise Valley Dr,Reston,20191,VA,USA,,,,,,"HIPAA, ISO 27001, PCI DSS, SOC 2 Type 2",https://www.datacenters.com/zenlayer-iad3-washington-dc,,,"12098 Sunrise Valley Dr, Reston, VA, 20191, USA",38.944838526175275,-77.33938326720023
edgeconnex-nor01-norfolk,datacenters.com,EdgeConnex: NOR01 Norfolk Data Center,EdgeConnex,3800 Village Ave suite c,Norfolk,23502,VA,USA,19619 sqft total space,19619 sqft,,,,"HIPAA, ISO 27001, PCI DSS, SOC 2 Type 2",https://www.datacenters.com/edgeconnex-nor01-norfolk,,19619.0,"3800 Village Ave suite c, Norfolk, VA, 23502, USA",,
evoswitch-scf-01-scottsdale,datacenters.com,EvoSwitch: SCF-01 Scottsdale Data Center,,8521 East Princess Drive,Scottsdale,,AZ,USA,121000 sqft total space,121000 sqft,,19.0 MW total power,,"FISMA, HIPAA, ISO 27001, ISO 50001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3",https://www.datacenters.com/evoswitch-scf-01-scottsdale,19.0,121000.0,"8521 East Princess Drive, Scottsdale, AZ, None, USA",,
lumen-fort-lauderdale-1,datacenters.com,Not Available,Lumen,200 Northwest 2nd Street,Fort Lauderdale,,FL,USA,9108 sqft total space,3217 sqft colocation space,,,,"HIPAA, ISO 27001, PCI DSS, SOC 1, SOC 2, SSAE 18",https://www.datacenters.com/lumen-fort-lauderdale-1,,9108.0,"200 Northwest 2nd Street, Fort Lauderdale, FL, None, USA",,
lumen-minneapolis-2-2,datacenters.com,Lumen: Minneapolis 2 Data Center,Lumen,715 N 2nd St,Minneapolis,,MN,USA,14200 sqft total space,4686 sqft colocation space,,,,"HIPAA, ISO 27001, PCI DSS, SOC 1, SOC 2, SSAE 18",https://www.datacenters.com/lumen-minneapolis-2-2,,14200.0,"715 N 2nd St, Minneapolis, MN, None, USA",,
lumen-las-vegas-2,datacenters.com,Lumen: Las Vegas 2 Data Center,Lumen,4485 East Sahara Avenue,Las Vegas,,NV,USA,19000 sqft total space,6071 sqft colocation space,,315.0 MW total power,,"HIPAA, ISO 27001, PCI DSS, SOC 1, SOC 2, SSAE 18",https://www.datacenters.com/lumen-las-vegas-2,,19000.0,"4485 East Sahara Avenue, Las Vegas, NV, None, USA",,
mod-mission-critical-de2-morgan-reed-pop,datacenters.com,MOD Mission Critical: DE2 - Morgan Reed Data Center PoP,MOD Mission Critical,1500 Champa Street,Denver,,CO,USA,138116 sqft total space,138116,,,,,https://www.datacenters.com/mod-mission-critical-de2-morgan-reed-pop,,138116.0,"1500 Champa Street, Denver, CO, None, USA",,
mod-mission-critical-lv1-switch-las-vegas-pop,datacenters.com,MOD Mission Critical: LV1 - Switch Las Vegas Data Center PoP,MOD Mission Critical,7135 South Decatur Boulevard,Las Vegas,,NV,USA,,,,,,"HIPAA, HITRUST CSF, NIST 800-53, PCI DSS, SOC 1, SOC 2, SOC 3",https://www.datacenters.com/mod-mission-critical-lv1-switch-las-vegas-pop,,,"7135 South Decatur Boulevard, Las Vegas, NV, None, USA",,
colocation-america-chicagodc5,datacenters.com,Colocation America: ChicagoDC5 Data Center,Colocation America,2200 Busse Rd,Elk Grove Village,,IL,USA,485000 sqft total space,100000 sqft colocation space,,36.0 MW total power,,"HIPAA, ISO 27001, PCI DSS, SOC 1, SOC 1 Type 2, SOC 2, SOC 2 Type 1, SOC 2 Type 2, SOC 3, SSAE 16 Type 1, SSAE 16 Type 2, SSAE 18",https://www.datacenters.com/colocation-america-chicagodc5,36.0,,"2200 Busse Rd, Elk Grove Village, IL, None, USA",,
quadranet-seattle,datacenters.com,QuadraNet: Seattle Data Center,QuadraNet,12201 Tukwila International Blvd,Tukwila,,WA,USA,,,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/quadranet-seattle,,,"12201 Tukwila International Blvd, Tukwila, WA, None, USA",,
cologix-nnj4-new-jersey,datacenters.com,Cologix: NNJ4 New Jersey Data Center,Cologix,16 Wing Drive,Cedar Knolls,,NJ,USA,50000 sqft total space,50000 sqft colocation space,,,,"HIPAA, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/cologix-nnj4-new-jersey,,50000.0,"16 Wing Drive, Cedar Knolls, NJ, None, USA",,
databank-iad3-ashburn-campus,datacenters.com,DataBank: IAD3 - Ashburn Campus Data Center,DataBank,21630 Red Rum Drive,Ashburn,20147,VA,USA,,218920 sqft,,40.0 MW,,"HIPAA, HITECH, ISO 27001, PCI DSS, Privacy Shield, SOC 1, SOC 2, SSAE 18",https://www.datacenters.com/databank-iad3-ashburn-campus,40.0,218920.0,"21630 Red Rum Drive, Ashburn, VA, 20147, USA",,
lumen-newark-de-1,datacenters.com,Lumen: Newark (DE) 1 Data Center,Lumen,442-482 Interchange Boulevard,Newark,,DE,USA,17440 sqft total space,3300 sqft colocation space,,,,"HIPAA, ISO 27001, PCI DSS, SOC 1, SOC 2, SSAE 18",https://www.datacenters.com/lumen-newark-de-1,,17440.0,"442-482 Interchange Boulevard, Newark, DE, None, USA",,
mod-mission-critical-px1-phoenixnap-phoenix-pop,datacenters.com,MOD Mission Critical: PX1 - PhoenixNAP Phoenix Data Center PoP,MOD Mission Critical,3402 East University Drive,Phoenix,,AZ,USA,,90000 sqft,,,,"HIPAA, PCI DSS, SOC 1, SOC 2 Type 2, SOC 3, SSAE 16 Type 1, SSAE 16 Type 2",https://www.datacenters.com/mod-mission-critical-px1-phoenixnap-phoenix-pop,,90000.0,"3402 East University Drive, Phoenix, AZ, None, USA",,
sentinel-tn-1,datacenters.com,Sentinel Data Centers: TN-1 Data Center,Sentinel Data Centers,3180 Players Lane,Memphis,,TN,USA,40000 sqft total space,40000 sqft,,,,,https://www.datacenters.com/sentinel-tn-1,,40000.0,"3180 Players Lane, Memphis, TN, None, USA",,
evoswitch-day-01-springboro,datacenters.com,EvoSwitch: DAY-01 Springboro Data Center,EvoSwitch,3366 South Tech Boulevard,Miamisburg,,OH,USA,44000 sqft total space,44000 sqft,,4.0 MW,,"FISMA, HIPAA, ISO 27001, ISO 50001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3",https://www.datacenters.com/evoswitch-day-01-springboro,4.0,44000.0,"3366 South Tech Boulevard, Miamisburg, OH, None, USA",,
colocrossing-chi1-chicago,datacenters.com,ColoCrossing: CHI1 - Chicago Data Center,ColoCrossing,2200 Busse Rd,Elk Grove Village,,IL,USA,485000 sqft,460000 sqft,,36.0 MW,Enterprise,SSAE 16 Type 1,https://www.datacenters.com/colocrossing-chi1-chicago,36.0,,"2200 Busse Rd, Elk Grove Village, IL, None, USA",,
lumen-san-francisco-3,datacenters.com,Lumen: San Francisco 3 Data Center,Lumen,200 Paul Avenue,San Francisco,,CA,USA,11000 sqft total space,11000 sqft,,3kW to 5kW,,"HIPAA, ISO 27001, PCI DSS, SOC 1, SOC 2, SSAE 16 Type 1, SSAE 16 Type 2",https://www.datacenters.com/lumen-san-francisco-3,0.008,11000.0,"200 Paul Avenue, San Francisco, CA, None, USA",,
lunavi-dallas,datacenters.com,Lunavi: Dallas Data Center,Lunavi,1950 North Stemmons Freeway,Dallas,,TX,USA,,,,,Enterprise,"HIPAA, ISO 27001, PCI DSS, SSAE 18",https://www.datacenters.com/lunavi-dallas,,,"1950 North Stemmons Freeway, Dallas, TX, None, USA",,
zenlayer-lax1-los-angeles,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/zenlayer-lax1-los-angeles,,,None,44.933143,7.540121
hopone-cherryroad-sea2-seattle,datacenters.com,HopOne @CherryRoad: SEA2 Seattle Data Center,CherryRoad,3311 South 120th Place,Seattle,,WA,USA,,6500 sqft,,1.0 MW,,"FISMA, HIPAA, ISO 27001, ISO 9001, PCI DSS, SOC 2, SSAE 18",https://www.datacenters.com/hopone-cherryroad-sea2-seattle,1.0,6500.0,"3311 South 120th Place, Seattle, WA, None, USA",,
litewire-data-204-red-rd,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/litewire-data-204-red-rd,,,None,44.933143,7.540121
nyi-ny2-new-york,datacenters.com,NYI: NY2 New York Data Center,NYI,60 Hudson Street,New York,,NY,USA,21000 sqft total space,21000 sqft,,,,"HIPAA, PCI DSS, SOC 1, SOC 2, SSAE 16 Type 1",https://www.datacenters.com/nyi-ny2-new-york,,21000.0,"60 Hudson Street, New York, NY, None, USA",,
enzu-aus1-austin,datacenters.com,Enzu: AUS1 Austin Data Center,Enzu,7620 Metro Center Dr,Austin,,TX,USA,,,,,,LEED,https://www.datacenters.com/enzu-aus1-austin,,,"7620 Metro Center Dr, Austin, TX, None, USA",,
cogent-communications-chicago,datacenters.com,Cogent Communications: Chicago Data Center,Cogent Communications,216 W Jackson Blvd,Chicago,,IL,USA,11940 sqft total space,11940 sqft colocation space,,,,,https://www.datacenters.com/cogent-communications-chicago,,11940.0,"216 W Jackson Blvd, Chicago, IL, None, USA",,
cogent-communications-milwaukee,datacenters.com,Not Available,Cogent Communications,324 East Wisconsin Avenue,Milwaukee,,WI,USA,608 sqft total space,608 sqft colocation space,,,,,https://www.datacenters.com/cogent-communications-milwaukee,,608.0,"324 East Wisconsin Avenue, Milwaukee, WI, None, USA",,
china-telecom-la3,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/china-telecom-la3,,,None,44.933143,7.540121
cogent-communications-san-diego-b-street,datacenters.com,Cogent Communications: San Diego B Street Data center,Cogent Communications,525 B Street,San Diego,,CA,USA,5307 sqft total space,5307 sqft colocation space,,,,,https://www.datacenters.com/cogent-communications-san-diego-b-street,,5307.0,"525 B Street, San Diego, CA, None, USA",,
limestone-networks-mia1-miami,datacenters.com,Limestone Networks: MIA1 Miami Data Center,Limestone Networks,36 Northeast 2nd Street,Miami,,FL,USA,,,,,,"PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SSAE 18",https://www.datacenters.com/limestone-networks-mia1-miami,,,"36 Northeast 2nd Street, Miami, FL, None, USA",,
china-telecom-la4,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/china-telecom-la4,,,None,44.933143,7.540121
cogent-communications-san-diego-town-center,datacenters.com,Cogent Communications: San Diego Town Center Data Center,Cogent Communications,9530 Towne Centre Drive,San Diego,,CA,USA,34612 sqft total space,9768 sqft colocation space,,,,,https://www.datacenters.com/cogent-communications-san-diego-town-center,,34612.0,"9530 Towne Centre Drive, San Diego, CA, None, USA",,
midwest-energy-communications-60590-decatur-rd,datacenters.com,Midwest Energy & Communications: 60590 Decatur Rd Data Center,Midwest Energy & Communications,60590 Decatur Rd,Cassopolis,,MI,USA,,,,,,"ISO 14001, ISO 27001, PCI DSS",https://www.datacenters.com/midwest-energy-communications-60590-decatur-rd,,,"60590 Decatur Rd, Cassopolis, MI, None, USA",,
china-telecom-ashburn-2,datacenters.com,China Telecom: Ashburn 2 Data Center,China Telecom,21721 Filigree Court,Ashburn,20147,VA,USA,,,,,,,https://www.datacenters.com/china-telecom-ashburn-2,,,"21721 Filigree Court, Ashburn, VA, 20147, USA",39.0149639,-77.45878957525659
enzu-sfo2-san-francisco,datacenters.com,Not Available,,201 Paul Ave,San Francisco,,CA,USA,,,,,,LEED,https://www.datacenters.com/enzu-sfo2-san-francisco,,,"201 Paul Ave, San Francisco, CA, None, USA",,
enzu-sea2-seattle,datacenters.com,Enzu: SEA2 Seattle Data Center,Enzu,12201 Tukwila International Boulevard,Tukwila,,WA,USA,,,,,,LEED,https://www.datacenters.com/enzu-sea2-seattle,,,"12201 Tukwila International Boulevard, Tukwila, WA, None, USA",,
colocrossing-la1-los-angeles,datacenters.com,Not Available,ColoCrossing,530 West 6th Street,Los Angeles,,CA,USA,50000 sqft total space,50000 sqft,,27.0 MW,,SSAE 16 Type 1,https://www.datacenters.com/colocrossing-la1-los-angeles,27.0,50000.0,"530 West 6th Street, Los Angeles, CA, None, USA",,
enzu-den2-aurora,datacenters.com,Not Available,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/enzu-den2-aurora,,,None,44.933143,7.540121
colocation-america-ladc4-los-angeles,datacenters.com,Not Available,,Not Available,nan,,Nan,nan,,,,,,,https://www.datacenters.com/colocation-america-ladc4-los-angeles,,,"Not Available, None",,
bytegrid-lynnwood,datacenters.com,Not Available,,Not Available,nan,,Nan,nan,,,,,,,https://www.datacenters.com/bytegrid-lynnwood,,,"Not Available, None",,
lunavi-new-york,datacenters.com,Not Available,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/lunavi-new-york,,,None,44.933143,7.540121
centerserv-scottsdale,datacenters.com,Not Available,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/centerserv-scottsdale,,,None,44.933143,7.540121
centerserv-st-paul,datacenters.com,Not Available,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/centerserv-st-paul,,,None,44.933143,7.540121
centerserv-honolulu,datacenters.com,Not Available,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/centerserv-honolulu,,,None,44.933143,7.540121
centerserv-cleveland,datacenters.com,Not Available,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/centerserv-cleveland,,,None,44.933143,7.540121
centerserv-sacramento,datacenters.com,Not Available,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/centerserv-sacramento,,,None,44.933143,7.540121
centerserv-atlanta,datacenters.com,Not Available,,Not Available,nan,,Nan,nan,,,,,,,https://www.datacenters.com/centerserv-atlanta,,,"Not Available, None",,
centerserv-tucson,datacenters.com,Not Available,,Not Available,nan,,Nan,nan,,,,,,,https://www.datacenters.com/centerserv-tucson,,,"Not Available, None",,
centerserv-milwaukee,datacenters.com,Not Available,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/centerserv-milwaukee,,,None,44.933143,7.540121
superb-internet-a-cherryroad-company-sea2-seattle,datacenters.com,Not Available,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/superb-internet-a-cherryroad-company-sea2-seattle,,,None,44.933143,7.540121
superb-internet-a-cherryroad-company-dca3-springfield,datacenters.com,Not Available,,Not Available,nan,,Nan,nan,,,,,,,https://www.datacenters.com/superb-internet-a-cherryroad-company-dca3-springfield,,,"Not Available, None",,
metanet-hosting-25-broadway,datacenters.com,Not Available,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/metanet-hosting-25-broadway,,,None,44.933143,7.540121
shift-hosting-atlanta-ga,datacenters.com,Not Available,,Not Available,nan,,Nan,nan,,,,,,,https://www.datacenters.com/shift-hosting-atlanta-ga,,,"Not Available, None",,
data-foundry-houston-2,datacenters.com,Data Foundry: Houston 2 Data Center,Data Foundry,660 Greens Parkway,Houston,77067,TX,USA,350000 sqft,175000 sqft,,60.0 MW,Hyperscale,"SOC 2 Type 2, SSAE 16 Type 2",https://www.datacenters.com/data-foundry-houston-2,,350000.0,"660 Greens Parkway, Houston, TX, 77067, USA",29.9441910643831,-95.42303152342127
mosaic-data-services-baltimore,datacenters.com,Mosaic Data Services: Baltimore Data Center,,nan,Baltimore,,MD,USA,,,,,,"EU-US, HIPAA, PCI DSS, SOC 2 Type 2, SSAE 18",https://www.datacenters.com/mosaic-data-services-baltimore,,,"Baltimore, MD, None, USA",,
mosaic-data-services-silver-spring,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/mosaic-data-services-silver-spring,,,None,44.933143,7.540121
edged-edged-kansas-city,datacenters.com,Edged: Edged Kansas City Data Center,,3420 North Arlington Avenue,Kansas City,64161,MO,USA,,,,24.0 MW,,,https://www.datacenters.com/edged-edged-kansas-city,24.0,,"3420 North Arlington Avenue, Kansas City, MO, 64161, USA",39.15573700315487,-94.46190209938388
logix-houston-1-0,datacenters.com,Logix: Houston Data Center - 1.0,LOGIX,1510 Primewest Parkway,Katy,,TX,USA,,,,,,"HIPAA, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/logix-houston-1-0,,,"1510 Primewest Parkway, Katy, TX, None, USA",,
365-co2-denver,datacenters.com,365 Data Centers: CO2 Denver Data Center,,8636 South Peoria Street,Greenwood Village,,CO,USA,,,,,,,https://www.datacenters.com/365-co2-denver,,,"8636 South Peoria Street, Greenwood Village, CO, None, USA",,
365-cl2-columbus,datacenters.com,365 Data Centers: CL2 Columbus Data Center,,251 Neilston Street,Columbus,,OH,USA,,,,,,,https://www.datacenters.com/365-cl2-columbus,,,"251 Neilston Street, Columbus, OH, None, USA",,
inap-silicon-valley-1,datacenters.com,,,nan,nan,,Nan,nan,,,,,,,https://www.datacenters.com/inap-silicon-valley-1,,,None,44.933143,7.540121
inap-chicago-1,datacenters.com,INAP: Chicago 1 Data Center,INAP,350 West Cermak Road,Chicago,,IL,USA,12000 sqft total space,12000 sqft colocation space,,4.0 MW total power,,"HIPAA, LEED, PCI DSS, SOC 2 Type 2",https://www.datacenters.com/inap-chicago-1,4.0,12000.0,"350 West Cermak Road, Chicago, IL, None, USA",,
